id,Company,TypeName,Inches,touchscreen,cpu_brand,cpu_name,cpu_speed,ram,secondar_storage,primary_storage,memory_type,gpu_brand,gpu_name,OpSys,weight,Price,ppi,touchscreen_cat
656,Dell,Notebook,15.6,0,Intel,Core i7,1.8,16,2048,256.0,Hybrid,AMD, Radeon 530,windows,2.2,60473.0,141.21199808219862,Non-touch
657,Samsung,Ultrabook,13.3,0,Intel,Core i7,2.7,16,0,256.0,SSD,Intel, HD Graphics 620,windows,0.8,87859.0,165.6321180513006,Non-touch
658,Toshiba,Ultrabook,14.0,1,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.2,99367.0,157.3505121487356,Touchscreen
659,Dell,Notebook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.6,60031.0,111.93520355955211,Non-touch
660,Lenovo,Gaming,15.6,0,Intel,Core i7,2.6,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 960,windows,3.3,63723.0,141.21199808219862,Non-touch
661,HP,Workstation,17.3,0,Intel,Xeon E3-1535M,2.9,16,0,256.0,SSD,Nvidia, Quadro M2000M,windows,3.0,200000.0,127.33567457123111,Non-touch
662,Dell,Gaming,17.3,0,Intel,Core i7,2.8,20,1024,512.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.4,167692.0,202.37276851499232,Non-touch
663,Dell,Notebook,14.0,0,Intel,Core i5,2.4,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.6,65481.0,157.3505121487356,Non-touch
664,Lenovo,Netbook,11.6,1,Intel,Celeron Dual,1.6,4,0,128.0,SSD,Intel, HD Graphics 400,windows,1.4,25308.0,135.0942111925629,Touchscreen
665,Lenovo,Gaming,17.3,0,Intel,Core i7,2.7,20,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.6,141885.0,127.33567457123111,Non-touch
666,HP,Notebook,15.6,0,Intel,Core i5,2.4,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.8,101232.0,141.21199808219862,Non-touch
667,MSI,Gaming,17.3,0,Intel,Core i7,2.9,16,1024,512.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.1,145401.0,127.33567457123111,Non-touch
668,Asus,Notebook,15.6,0,Intel,Core i5,2.3,4,0,1024.0,HDD,Nvidia, GeForce GTX 950M,,2.5,30849.0,100.45466986113651,Non-touch
669,Asus,Notebook,15.6,0,Intel,Core i7,2.7,4,0,256.0,SSD,Intel, HD Graphics 620,windows,2.4,45283.0,100.45466986113651,Non-touch
670,Dell,Notebook,15.6,0,Intel,Core i7,2.7,8,0,256.0,SSD,AMD, Radeon R5 M430,linux,2.2,39907.0,141.21199808219862,Non-touch
671,Lenovo,2 in 1 Convertible,13.3,1,Intel,Core i5,1.8,8,0,256.0,SSD,Intel, HD Graphics 540,windows,1.3,63883.0,202.37276851499232,Touchscreen
672,Lenovo,Notebook,15.6,0,Intel,Celeron Dual,1.1,4,0,500.0,HDD,Intel, HD Graphics 500,windows,2.2,22324.0,100.45466986113651,Non-touch
673,Mediacom,Notebook,14.0,0,Intel,Celeron Quad,1.1,4,0,32.0,SSD,Intel, HD Graphics 500,windows,1.5,20726.0,157.3505121487356,Non-touch
674,HP,Notebook,15.6,0,Intel,Core i5,2.5,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.2,58555.0,141.21199808219862,Non-touch
675,Lenovo,Notebook,15.6,0,Intel,Core i5,2.3,4,0,500.0,HDD,Intel, HD Graphics 520,windows,2.2,28505.0,141.21199808219862,Non-touch
676,HP,Workstation,15.6,0,Intel,Core i7,2.6,8,0,256.0,SSD,Nvidia, Quadro M1000M,windows,2.6,83170.0,141.21199808219862,Non-touch
677,HP,Notebook,15.6,0,Intel,Core i3,2.0,6,0,1024.0,HDD,AMD, Radeon R5 M430,windows,2.0,28718.0,141.21199808219862,Non-touch
678,Toshiba,Ultrabook,13.3,1,Intel,Core i7,2.7,20,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,149131.0,165.6321180513006,Touchscreen
679,Dell,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.4,152860.0,202.37276851499232,Non-touch
680,MSI,Gaming,17.3,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1060,windows,2.7,79215.0,127.33567457123111,Non-touch
681,Dell,Notebook,15.6,0,Intel,Core i5,2.6,8,0,500.0,HDD,Intel, HD Graphics 620,windows,1.9,53734.0,100.45466986113651,Non-touch
682,Asus,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.0,71928.0,141.21199808219862,Non-touch
683,HP,Notebook,13.3,0,Intel,Core i3,2.4,4,0,128.0,SSD,Intel, HD Graphics 620,windows,1.5,38308.0,165.6321180513006,Non-touch
684,Acer,Notebook,15.6,0,AMD,A10-Series 9620P,2.5,8,0,1024.0,HDD,AMD, Radeon RX 540,windows,2.2,30849.0,100.45466986113651,Non-touch
685,Dell,Notebook,15.6,0,Intel,Core i7,2.8,16,0,256.0,SSD,Nvidia, GeForce 930MX,windows,1.9,81912.0,141.21199808219862,Non-touch
686,Toshiba,Notebook,15.6,0,Intel,Core i3,2.1,4,0,128.0,SSD,Intel, HD Graphics 520,windows,2.1,26533.0,100.45466986113651,Non-touch
687,Asus,Gaming,17.3,1,Intel,Core i7,2.6,20,1024,256.0,Hybrid,Nvidia, GeForce GTX 965M,windows,4.3,67612.0,127.33567457123111,Touchscreen
688,Acer,Notebook,15.6,0,Intel,Core i5,2.5,4,0,256.0,SSD,Intel, HD Graphics 620,windows,2.1,31915.0,100.45466986113651,Non-touch
689,Dell,Netbook,11.6,0,Intel,Celeron Dual,1.6,4,0,16.0,Flash Storage,Intel, HD Graphics 400,other,1.3,15718.0,135.0942111925629,Non-touch
690,HP,Notebook,15.6,0,Intel,Core i7,2.7,8,0,1024.0,HDD,AMD, Radeon 530,windows,2.1,39694.0,141.21199808219862,Non-touch
691,Toshiba,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,2.0,67026.0,141.21199808219862,Non-touch
692,Lenovo,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.5,55837.0,141.21199808219862,Non-touch
693,MSI,Gaming,17.3,0,Intel,Core i7,2.7,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 980M,windows,4.5,125155.0,127.33567457123111,Non-touch
694,Acer,Notebook,15.6,0,Intel,Core i3,2.0,4,0,128.0,SSD,Intel, HD Graphics 520,linux,2.1,21951.0,100.45466986113651,Non-touch
695,Lenovo,Ultrabook,12.5,0,Intel,Core i5,2.3,8,0,180.0,SSD,Intel, HD Graphics 520,windows,1.3,58555.0,125.36742798669837,Non-touch
696,Dell,Ultrabook,12.5,0,Intel,Core i7,2.8,16,0,256.0,SSD,Intel, HD Graphics 620,windows,1.2,99048.0,176.23257360658386,Non-touch
697,HP,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1050,windows,3.8,79813.0,127.33567457123111,Non-touch
698,Google,Ultrabook,12.3,1,Intel,Core i5,1.2,8,0,256.0,SSD,Intel, HD Graphics 615,other,1.1,83064.0,202.37276851499232,Touchscreen
699,Lenovo,Notebook,15.6,0,Intel,Core i7,1.8,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,2.2,47893.0,141.21199808219862,Non-touch
700,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.6,12,0,256.0,SSD,Intel, HD Graphics 520,windows,5.5,89137.0,157.3505121487356,Non-touch
701,Microsoft,Ultrabook,13.5,1,Intel,Core i7,2.8,8,0,256.0,SSD,Intel, Iris Plus Graphics 640,windows,1.3,99519.0,200.84255993695703,Touchscreen
702,HP,Notebook,14.0,0,Intel,Core i7,2.8,8,0,1024.0,SSD,Intel, HD Graphics 620,windows,1.5,93187.0,157.3505121487356,Non-touch
703,Lenovo,Notebook,13.3,0,Intel,Core i3,2.4,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,50563.0,165.6321180513006,Non-touch
704,Lenovo,Notebook,15.6,1,Intel,Core i7,1.8,12,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.2,32448.0,100.45466986113651,Touchscreen
705,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,8,1024,128.0,Hybrid,AMD, Radeon R5 M430,windows,1.9,43580.0,141.21199808219862,Non-touch
706,Asus,Ultrabook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.2,60153.0,202.37276851499232,Non-touch
707,Lenovo,2 in 1 Convertible,13.3,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,55092.0,165.6321180513006,Touchscreen
708,Dell,Notebook,13.3,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,windows,1.7,45235.0,117.82653006268643,Non-touch
709,Lenovo,Notebook,20.0,0,AMD,E-Series E2-9000,2.2,4,0,128.0,SSD,AMD, Radeon R2 Graphics,windows,2.2,18595.0,44.01946207398117,Non-touch
710,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,2.3,48538.0,141.21199808219862,Non-touch
711,Acer,Notebook,13.3,0,Intel,Core i5,2.3,4,0,128.0,SSD,Intel, HD Graphics 520,windows,1.6,34898.0,117.82653006268643,Non-touch
712,HP,2 in 1 Convertible,14.0,1,Intel,Core i3,2.4,4,0,128.0,SSD,Nvidia, GeForce 940MX,windows,1.6,37243.0,157.3505121487356,Touchscreen
713,Asus,Notebook,17.3,0,Intel,Pentium Quad,1.1,4,0,1024.0,HDD,Nvidia, GeForce 920MX,windows,2.8,25060.0,90.58340172449303,Non-touch
714,MSI,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.4,68944.0,141.21199808219862,Non-touch
715,Dell,Gaming,15.6,1,Intel,Core i7,2.6,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 960M,windows,2.7,58555.0,202.37276851499232,Touchscreen
716,HP,Workstation,15.6,0,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, Quadro M2200,windows,3.1,110018.0,141.21199808219862,Non-touch
717,Samsung,Ultrabook,13.3,1,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,85195.0,165.6321180513006,Touchscreen
718,Asus,Ultrabook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.1,60473.0,157.3505121487356,Non-touch
719,Asus,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,2.4,58555.0,141.21199808219862,Non-touch
720,HP,2 in 1 Convertible,11.6,1,Intel,Celeron Dual,1.1,8,0,64.0,Flash Storage,Intel, HD Graphics 500,other,1.4,26374.0,135.0942111925629,Touchscreen
721,Dell,Ultrabook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,79867.0,165.6321180513006,Non-touch
722,Acer,Notebook,15.6,0,Intel,Pentium Quad,1.1,4,0,1024.0,HDD,Intel, HD Graphics 505,linux,2.1,15877.0,100.45466986113651,Non-touch
723,Dell,Notebook,15.6,1,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce GTX 1050,windows,2.1,93187.0,202.37276851499232,Touchscreen
724,LG,Ultrabook,15.6,0,Intel,Core i7,1.8,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,122491.0,141.21199808219862,Non-touch
725,Dell,Notebook,15.6,0,Intel,Core i7,2.7,16,0,,,AMD, Radeon R7 M445,windows,2.3,62938.0,141.21199808219862,Non-touch
726,Dell,Netbook,11.6,0,Intel,Pentium Quad,1.1,4,0,128.0,SSD,Intel, HD Graphics 505,windows,1.6,39640.0,135.0942111925629,Non-touch
727,Acer,Gaming,15.6,0,Intel,Core i5,2.5,16,0,256.0,SSD,Nvidia, GeForce GTX 1050 Ti,windows,2.5,69211.0,141.21199808219862,Non-touch
728,HP,Netbook,12.5,0,Intel,Core i5,2.6,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,74006.0,125.36742798669837,Non-touch
729,Toshiba,Notebook,15.6,0,Intel,Core i5,2.3,4,0,500.0,HDD,Intel, HD Graphics 520,windows,2.1,41558.0,100.45466986113651,Non-touch
730,Samsung,2 in 1 Convertible,15.0,1,Intel,Core i7,2.7,16,0,256.0,SSD,AMD, Radeon 540,windows,1.7,95851.0,146.86047800548656,Touchscreen
731,MSI,Gaming,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce GTX 1050,windows,2.2,53168.0,141.21199808219862,Non-touch
732,HP,Notebook,15.6,0,AMD,A12-Series 9700P,2.5,8,0,1100.0,HDD,AMD, Radeon R7 Graphics,windows,2.0,33513.0,100.45466986113651,Non-touch
733,Toshiba,Notebook,14.0,0,Intel,Core i5,2.3,4,0,128.0,SSD,Intel, HD Graphics 520,windows,1.8,54346.0,111.93520355955211,Non-touch
734,Asus,Notebook,15.6,0,Intel,Celeron Dual,1.1,4,0,128.0,SSD,Intel, HD Graphics 500,windows,1.9,22324.0,100.45466986113651,Non-touch
735,Dell,Gaming,15.6,0,Intel,Core i7,2.8,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050,windows,2.6,58555.0,141.21199808219862,Non-touch
736,Dell,Gaming,15.6,0,Intel,Core i7,2.8,16,0,512.0,SSD,Nvidia, GeForce GTX 1050 Ti,windows,2.6,89457.0,202.37276851499232,Non-touch
737,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,4,0,1024.0,HDD,Nvidia, GeForce 920M,windows,2.4,32448.0,141.21199808219862,Non-touch
738,HP,Gaming,17.3,0,Intel,Core i7,2.8,12,0,1024.0,HDD,AMD, Radeon RX 580,windows,3.7,93187.0,127.33567457123111,Non-touch
739,Asus,2 in 1 Convertible,15.6,1,Intel,Core i7,2.7,12,0,1100.0,HDD,Nvidia, GeForce 940MX,windows,2.3,44702.0,141.21199808219862,Touchscreen
740,Dell,Gaming,15.6,0,Intel,Core i5,2.5,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 1060,windows,3.2,109277.0,141.21199808219862,Non-touch
741,MSI,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,512.0,Hybrid,Nvidia, GeForce GTX 1070,windows,2.9,128671.0,127.33567457123111,Non-touch
742,HP,Notebook,17.3,0,Intel,Core i3,2.0,4,0,256.0,SSD,AMD, Radeon R5 520,windows,2.5,37243.0,127.33567457123111,Non-touch
743,Samsung,Ultrabook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,0.8,79867.0,165.6321180513006,Non-touch
744,Asus,Gaming,17.3,0,Intel,Core i5,2.5,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1060,windows,2.7,94306.0,127.33567457123111,Non-touch
745,Lenovo,2 in 1 Convertible,13.3,1,Intel,Core i7,1.8,8,0,512.0,SSD,Intel, UHD Graphics 620,windows,1.2,79867.0,165.6321180513006,Touchscreen
746,Dell,Notebook,15.6,0,Intel,Core i7,2.7,8,0,1024.0,HDD,Nvidia, GeForce GT 940MX,windows,2.0,51202.0,141.21199808219862,Non-touch
747,Asus,2 in 1 Convertible,15.6,1,Intel,Core i5,2.5,8,0,1024.0,HDD,Intel, HD Graphics 520,windows,2.2,39374.0,100.45466986113651,Touchscreen
748,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,AMD, Radeon R5 M420,windows,2.2,42081.0,141.21199808219862,Non-touch
749,Lenovo,Notebook,15.6,0,AMD,A12-Series 9720P,3.6,12,0,512.0,SSD,AMD, Radeon 530,windows,2.2,50563.0,141.21199808219862,Non-touch
750,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,99048.0,157.3505121487356,Non-touch
751,Dell,2 in 1 Convertible,20.0,1,Intel,Core M,1.0,4,0,128.0,SSD,Intel, HD Graphics 615,windows,1.4,32128.0,49.59154588081422,Touchscreen
752,Lenovo,Notebook,15.6,0,Intel,Core i7,2.7,16,0,512.0,SSD,Nvidia, Quadro M2000M,windows,2.5,126274.0,202.37276851499232,Non-touch
753,Razer,Ultrabook,12.5,1,Intel,Core i7,2.5,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.3,95851.0,202.37276851499232,Touchscreen
754,Acer,Notebook,14.0,0,Intel,Core i3,2.4,4,0,128.0,SSD,Intel, HD Graphics 620,windows,1.8,33886.0,157.3505121487356,Non-touch
755,HP,Netbook,11.6,0,Intel,Celeron Dual,1.6,4,0,16.0,Flash Storage,Intel, HD Graphics 400,other,1.2,20513.0,135.0942111925629,Non-touch
756,Razer,Gaming,14.0,0,Intel,Core i7,2.8,16,0,512.0,SSD,Nvidia, GeForce GTX 1060,windows,2.0,154459.0,157.3505121487356,Non-touch
757,Dell,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 1060,windows,4.4,133467.0,127.33567457123111,Non-touch
758,Dell,Gaming,15.6,0,Intel,Core i7,2.9,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,3.5,149917.0,141.21199808219862,Non-touch
759,Dell,Notebook,14.0,0,Intel,Core i5,2.3,4,0,500.0,HDD,Intel, HD Graphics 520,windows,1.8,40226.0,111.93520355955211,Non-touch
760,Samsung,Notebook,15.6,0,Intel,Core i7,2.8,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.5,90523.0,141.21199808219862,Non-touch
761,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,windows,2.1,26102.0,100.45466986113651,Non-touch
762,Lenovo,Notebook,17.3,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,,2.8,28185.0,127.33567457123111,Non-touch
763,Toshiba,Ultrabook,14.0,0,Intel,Core i5,2.5,4,0,128.0,SSD,Intel, HD Graphics 620,windows,1.3,58075.0,111.93520355955211,Non-touch
764,Lenovo,Notebook,15.6,0,Intel,Core i3,2.3,8,0,1024.0,HDD,Intel, HD Graphics 520,windows,2.3,24456.0,100.45466986113651,Non-touch
765,HP,Notebook,15.6,0,Intel,Core i5,2.5,4,0,500.0,HDD,AMD, Radeon 520,windows,1.9,32640.0,100.45466986113651,Non-touch
766,Asus,Notebook,15.6,0,Intel,Pentium Dual,1.1,8,0,128.0,SSD,Intel, HD Graphics 505,windows,2.0,31004.0,141.21199808219862,Non-touch
767,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,133147.0,157.3505121487356,Non-touch
768,Lenovo,2 in 1 Convertible,13.3,1,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.4,107892.0,165.6321180513006,Touchscreen
769,Dell,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,AMD, Radeon R5 M430,windows,2.2,29073.0,100.45466986113651,Non-touch
770,MSI,Gaming,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce GTX 1050,windows,2.4,63883.0,141.21199808219862,Non-touch
771,HP,Notebook,17.3,0,AMD,A10-Series 9600P,2.4,6,0,1100.0,HDD,AMD, Radeon R7 M440,windows,2.7,30316.0,127.33567457123111,Non-touch
772,Dell,Gaming,17.3,0,Intel,Core i7,2.8,20,1024,1024.0,Hybrid,Nvidia, GeForce GTX 1070M,windows,4.4,191211.0,127.33567457123111,Non-touch
773,Lenovo,Ultrabook,14.0,0,Intel,Core i5,2.5,8,0,256.0,Flash Storage,Intel, HD Graphics 620,windows,1.1,99900.0,157.3505121487356,Non-touch
774,Asus,Gaming,17.3,0,Intel,Core i7,2.6,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.3,125208.0,127.33567457123111,Non-touch
775,Toshiba,Notebook,14.0,0,Intel,Pentium Dual,2.1,4,0,128.0,SSD,Intel, HD Graphics 510,windows,1.8,26587.0,111.93520355955211,Non-touch
776,Lenovo,Notebook,15.6,0,Intel,Celeron Dual,1.6,4,0,500.0,HDD,Intel, HD Graphics 510,windows,2.1,16943.0,100.45466986113651,Non-touch
777,Toshiba,Ultrabook,14.0,0,Intel,Core i7,2.6,16,0,512.0,SSD,Nvidia, GeForce 930M,windows,1.5,93986.0,157.3505121487356,Non-touch
778,Lenovo,Notebook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 630,windows,1.7,78535.0,157.3505121487356,Non-touch
779,Asus,2 in 1 Convertible,13.3,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.1,72354.0,165.6321180513006,Touchscreen
780,Lenovo,Notebook,15.6,0,Intel,Celeron Quad,1.6,8,0,1024.0,HDD,Intel, HD Graphics 405,,2.2,17529.0,100.45466986113651,Non-touch
781,Dell,Notebook,14.0,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,windows,1.8,31169.0,111.93520355955211,Non-touch
782,Acer,Netbook,11.6,0,Intel,Celeron Dual,1.6,4,0,32.0,Flash Storage,Intel, HD Graphics 400,other,1.4,18914.0,135.0942111925629,Non-touch
783,Acer,Notebook,14.0,0,Intel,Core i3,2.4,8,0,128.0,SSD,Intel, HD Graphics 620,windows,1.5,32980.0,157.3505121487356,Non-touch
784,Razer,Gaming,17.3,1,Intel,Core i7,2.9,20,0,512.0,SSD,Nvidia, GeForce GTX 1080,windows,3.5,200000.0,202.37276851499232,Touchscreen
785,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.7,122491.0,157.3505121487356,Non-touch
786,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.6,16,0,512.0,SSD,Intel, HD Graphics 520,windows,1.1,111835.0,202.37276851499232,Non-touch
787,MSI,Gaming,14.0,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1060,windows,1.6,100752.0,157.3505121487356,Non-touch
788,Dell,Gaming,15.6,0,Intel,Core i7,2.8,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050Ti,linux,2.6,49497.0,141.21199808219862,Non-touch
789,Asus,Notebook,15.6,0,Intel,Core i5,2.5,4,0,1024.0,HDD,Nvidia, GeForce 920,linux,2.1,27652.0,141.21199808219862,Non-touch
790,MSI,Gaming,15.6,0,Intel,Core i5,2.5,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.2,58022.0,141.21199808219862,Non-touch
791,HP,Notebook,15.6,0,Intel,Core i7,2.7,8,0,1024.0,HDD,Nvidia, GeForce 930MX,windows,2.0,47952.0,141.21199808219862,Non-touch
792,Lenovo,Notebook,14.0,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.7,63190.0,157.3505121487356,Non-touch
793,Lenovo,Gaming,15.6,0,Intel,Core i7,2.8,4,0,1024.0,HDD,Nvidia, GeForce GTX 1050,windows,2.4,53227.0,141.21199808219862,Non-touch
794,Dell,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,AMD, Radeon R5 M420X,windows,2.2,32714.0,100.45466986113651,Non-touch
795,Lenovo,Notebook,14.0,0,Intel,Core i5,2.6,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,87912.0,157.3505121487356,Non-touch
796,Dell,Notebook,15.6,0,Intel,Core i5,2.6,8,0,500.0,HDD,Intel, HD Graphics 620,windows,1.9,49817.0,141.21199808219862,Non-touch
797,Dell,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,3.2,147832.0,141.21199808219862,Non-touch
798,Dell,2 in 1 Convertible,13.3,1,Intel,Core i7,1.3,8,0,512.0,SSD,Intel, HD Graphics 615,windows,1.2,107258.0,202.37276851499232,Touchscreen
799,Asus,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,2.9,128884.0,127.33567457123111,Non-touch
800,Asus,Gaming,17.3,0,Intel,Core i7,2.7,20,256,256.0,SSD,Nvidia, GeForce GTX 980M,windows,3.6,68145.0,127.33567457123111,Non-touch
801,Acer,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1060,windows,4.2,122491.0,127.33567457123111,Non-touch
802,Toshiba,Notebook,15.6,0,Intel,Core i3,2.4,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.0,35644.0,100.45466986113651,Non-touch
803,Dell,2 in 1 Convertible,13.3,1,Intel,Core i7,1.3,16,0,256.0,SSD,Intel, HD Graphics 615,windows,1.2,87859.0,165.6321180513006,Touchscreen
804,Dell,Gaming,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce GTX 1050,windows,2.6,52481.0,141.21199808219862,Non-touch
805,Lenovo,Notebook,14.0,0,Intel,Celeron Quad,1.6,4,0,16.0,Flash Storage,Intel, HD Graphics 400,other,1.5,17316.0,111.93520355955211,Non-touch
806,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.7,8,0,256.0,Flash Storage,Intel, HD Graphics 620,windows,1.1,109171.0,157.3505121487356,Non-touch
807,Asus,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX1060,windows,2.2,71342.0,141.21199808219862,Non-touch
808,Asus,Notebook,15.6,0,Intel,Core i5,2.5,8,0,128.0,HDD,Intel, HD Graphics 620,windows,2.3,31435.0,141.21199808219862,Non-touch
809,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,8,0,512.0,SSD,Intel, HD Graphics 620,windows,2.0,104588.0,141.21199808219862,Non-touch
810,Vero,Notebook,14.0,0,Intel,Celeron Dual,1.1,4,0,32.0,Flash Storage,Intel, HD Graphics 500,windows,1.2,10811.0,157.3505121487356,Non-touch
811,Asus,Gaming,17.3,0,Intel,Core i7,2.6,16,1024,512.0,Hybrid,Nvidia, GeForce GTX 1060,windows,2.7,95851.0,127.33567457123111,Non-touch
812,LG,Ultrabook,15.6,1,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,111835.0,141.21199808219862,Touchscreen
813,Dell,Gaming,17.3,0,Intel,Core i7,2.8,20,1024,512.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.4,163724.0,127.33567457123111,Non-touch
814,HP,Netbook,12.5,0,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.3,79014.0,176.23257360658386,Non-touch
815,Acer,Notebook,14.0,0,Intel,Celeron Dual,1.6,4,0,32.0,Flash Storage,Intel, HD Graphics 510,other,1.5,19980.0,111.93520355955211,Non-touch
816,HP,Notebook,17.3,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Nvidia, GeForce 930MX,windows,2.6,48485.0,106.11306214269258,Non-touch
817,Acer,Notebook,15.6,0,Intel,Celeron Dual,1.5,4,0,16.0,Flash Storage,Intel, HD Graphics,other,2.2,19128.0,141.21199808219862,Non-touch
818,Lenovo,Notebook,14.0,0,Intel,Core i5,2.5,4,0,256.0,SSD,Intel, HD Graphics 620,windows,1.7,37243.0,157.3505121487356,Non-touch
